symbol,cqs_symbol,symbol_id,exchange_code,listed_market,ticker_designation,lot_size,price_scale_code,system_id,asset_type,price_multiplier
BDVG,BDVG,75965,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BDVL,BDVL,81156,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BDX,BDX,5014,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
BDYN,BDYN,81157,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BE,BE,61294,NYSE,NYSE,Tape A,100,6,1,Common Stock,1e-06
BEAG,BEAG,79086,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
BEAGR,BEAGR,79087,NYSE,NASDAQ,Tape C,100,6,14,Rights,1e-06
BEAGU,BEAGU,78729,NYSE,NASDAQ,Tape C,100,6,14,Units,1e-06
BEAM,BEAM,65540,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BEAT,BEAT,72345,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BEATW,BEATW,72346,NYSE,NASDAQ,Tape C,100,6,13,Warrants,1e-06
BEBE U,BEBE.U,82076,NYSE,NYSE,Tape A,100,6,3,Units,1e-06
BEDY,BEDY,81971,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BEDZ,BEDZ,70305,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BEEM,BEEM,11924,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BEEP,BEEP,70667,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BEEX,BEEX,79088,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BEEZ,BEEZ,76578,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BEG,BEG,82056,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BEGS,BEGS,79414,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BEKE,BEKE,67201,NYSE,NYSE,Tape A,100,6,5,US Depositary Shares,1e-06
BELFA,BELFA,469,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BELFB,BELFB,470,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BELT,BELT,77856,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BEMB,BEMB,75319,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BEN,BEN,5023,NYSE,NYSE,Tape A,100,6,6,Common Stock,1e-06
BENF,BENF,72762,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BENFW,BENFW,72763,NYSE,NASDAQ,Tape C,100,6,13,Warrants,1e-06
BENJ,BENJ,79308,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BEP,BEP,42192,NYSE,NYSE,Tape A,100,6,1,Common Stock,1e-06
BEP PRA,BEPpA,65690,NYSE,NYSE,Tape A,100,6,5,Preferred Stock,1e-06
BEPC,BEPC,67045,NYSE,NYSE,Tape A,100,6,6,Common Stock,1e-06
BEPH,BEPH,70241,NYSE,NYSE,Tape A,100,6,9,Misc/Liquid Trust,1e-06
BEPI,BEPI,72894,NYSE,NYSE,Tape A,100,6,9,Misc/Liquid Trust,1e-06
BEPJ,BEPJ,77429,NYSE,NYSE,Tape A,100,6,8,Misc/Liquid Trust,1e-06
BERZ,BERZ,71457,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BESF,BESF,80270,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BETA,BETA,81597,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
BETE,BETE,76414,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BETH,BETH,76413,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BETR,BETR,70361,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BETRW,BETRW,70362,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
BETZ,BETZ,66624,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BEX,BEX,81710,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BF A,BF.A,5032,NYSE,NYSE,Tape A,100,6,9,Common Stock,1e-06
BF B,BF.B,5033,NYSE,NYSE,Tape A,100,6,1,Common Stock,1e-06
BFAM,BFAM,41352,NYSE,NYSE,Tape A,100,6,6,Common Stock,1e-06
BFAP,BFAP,79881,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BFC,BFC,62061,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BFEB,BFEB,65506,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BFH,BFH,4611,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
BFH PRA,BFHpA,81901,NYSE,NYSE,Tape A,100,6,6,Preferred Stock,1e-06
BFIX,BFIX,73436,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BFJA,BFJA,82174,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BFJL,BFJL,80544,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BFK,BFK,5038,NYSE,NYSE,Tape A,100,6,1,Closed-End Fund,1e-06
BFLB,BFLB,81418,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
BFLY,BFLY,66963,NYSE,NYSE,Tape A,100,6,4,Common Stock,1e-06
BFOC,BFOC,81326,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BFOR,BFOR,42148,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BFRE,BFRE,79810,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BFRG,BFRG,75156,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BFRGW,BFRGW,75157,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
BFRI,BFRI,72014,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BFRIW,BFRIW,72180,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
BFRZ,BFRZ,80090,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BFS,BFS,5041,NYSE,NYSE,Tape A,100,6,9,Common Stock,1e-06
BFS PRD,BFSpD,60561,NYSE,NYSE,Tape A,100,6,2,Preferred Stock,1e-06
BFS PRE,BFSpE,64615,NYSE,NYSE,Tape A,100,6,3,Preferred Stock,1e-06
BFST,BFST,60870,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BFZ,BFZ,5045,NYSE,NYSE,Tape A,100,6,5,Closed-End Fund,1e-06
BG,BG,5046,NYSE,NYSE,Tape A,100,6,1,Common Stock,1e-06
BGB,BGB,40769,NYSE,NYSE,Tape A,100,6,3,Closed-End Fund,1e-06
BGC,BGC,1389,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BGDV,BGDV,79074,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BGH,BGH,40908,NYSE,NYSE,Tape A,100,6,6,Closed-End Fund,1e-06
BGI,BGI,15672,NYSE,NYSE American,Tape B,100,6,10,Common Stock,1e-06
BGIG,BGIG,76303,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BGIN,BGIN,81491,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
BGL,BGL,80511,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
BGLC,BGLC,69355,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BGLD,BGLD,68834,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BGLWW,BGLWW,80512,NYSE,NASDAQ,Tape C,100,6,13,Warrants,1e-06
BGM,BGM,68734,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
BGMS,BGMS,1081,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BGMSP,BGMSP,16269,NYSE,NASDAQ,Tape C,100,6,14,Preferred Stock,1e-06
BGR,BGR,5056,NYSE,NYSE,Tape A,100,6,5,Closed-End Fund,1e-06
BGRN,BGRN,62359,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BGRO,BGRO,77781,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BGS,BGS,24616,NYSE,NYSE,Tape A,100,6,9,Common Stock,1e-06
BGSF,BGSF,48361,NYSE,NYSE,Tape A,100,6,9,Common Stock,1e-06
BGSI,BGSI,81588,NYSE,NYSE,Tape A,100,6,1,Common Stock,1e-06
BGT,BGT,5057,NYSE,NYSE,Tape A,100,6,6,Closed-End Fund,1e-06
BGX,BGX,36441,NYSE,NYSE,Tape A,100,6,6,Closed-End Fund,1e-06
BGY,BGY,24644,NYSE,NYSE,Tape A,100,6,3,Closed-End Fund,1e-06
BH,BH,60941,NYSE,NYSE,Tape A,40,6,6,Common Stock,1e-06
BH A,BH.A,60940,NYSE,NYSE,Tape A,10,4,6,Common Stock,0.0001
BHAT,BHAT,64180,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
BHB,BHB,5059,NYSE,NYSE American,Tape B,100,6,11,Common Stock,1e-06
BHC,BHC,9910,NYSE,NYSE,Tape A,100,6,5,Common Stock,1e-06
BHE,BHE,5062,NYSE,NYSE,Tape A,100,6,7,Common Stock,1e-06
BHF,BHF,59196,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BHFAL,BHFAL,61758,NYSE,NASDAQ,Tape C,100,6,13,Misc/Liquid Trust,1e-06
BHFAM,BHFAM,72579,NYSE,NASDAQ,Tape C,100,6,14,Misc/Liquid Trust,1e-06
BHFAN,BHFAN,68250,NYSE,NASDAQ,Tape C,100,6,13,Misc/Liquid Trust,1e-06
BHFAO,BHFAO,66521,NYSE,NASDAQ,Tape C,100,6,14,Misc/Liquid Trust,1e-06
BHFAP,BHFAP,63304,NYSE,NASDAQ,Tape C,100,6,14,Preferred Stock,1e-06
BHK,BHK,5065,NYSE,NYSE,Tape A,100,6,7,Closed-End Fund,1e-06
BHM,BHM,74679,NYSE,NYSE American,Tape B,100,6,11,Common Stock,1e-06
BHP,BHP,5068,NYSE,NYSE,Tape A,100,6,5,ADR,1e-06
BHR,BHR,43051,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
BHR PRB,BHRpB,52994,NYSE,NYSE,Tape A,100,6,1,Preferred Stock,1e-06
BHR PRD,BHRpD,62464,NYSE,NYSE,Tape A,100,6,8,Preferred Stock,1e-06
BHRB,BHRB,54993,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BHST,BHST,78893,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BHV,BHV,5070,NYSE,NYSE,Tape A,100,6,1,Closed-End Fund,1e-06
BHVN,BHVN,74668,NYSE,NYSE,Tape A,100,6,6,Common Stock,1e-06
BHYB,BHYB,76522,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BIAF,BIAF,74208,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BIAFW,BIAFW,74209,NYSE,NASDAQ,Tape C,100,6,13,Warrants,1e-06
BIB,BIB,32543,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BIBL,BIBL,59978,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BIDD,BIDD,78907,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BIDG,BIDG,82086,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BIDU,BIDU,494,NYSE,NASDAQ,Tape C,100,6,14,US Depositary Shares,1e-06
BIGY,BIGY,78943,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BIIB,BIIB,496,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BIII U,BIII.U,82097,NYSE,NYSE,Tape A,100,6,6,Units,1e-06
BIL,BIL,24664,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BILD,BILD,76689,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BILI,BILI,60838,NYSE,NASDAQ,Tape C,100,6,14,US Depositary Shares,1e-06
BILL,BILL,65204,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
BILS,BILS,67621,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BILT,BILT,80762,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BILZ,BILZ,75908,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BINC,BINC,75770,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BINT,BINT,80439,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BINV,BINV,76443,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
BIO,BIO,5076,NYSE,NYSE,Tape A,40,6,5,Common Stock,1e-06
BIO B,BIO.B,5077,NYSE,NYSE,Tape A,40,6,9,Common Stock,1e-06
BIOA,BIOA,78516,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BIOX,BIOX,60802,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
BIP,BIP,26776,NYSE,NYSE,Tape A,100,6,9,Common Stock,1e-06
BIP PRA,BIPpA,67658,NYSE,NYSE,Tape A,100,6,8,Preferred Stock,1e-06
BIP PRB,BIPpB,68880,NYSE,NYSE,Tape A,100,6,8,Preferred Stock,1e-06
BIPC,BIPC,65856,NYSE,NYSE,Tape A,100,6,1,Common Stock,1e-06
BIPH,BIPH,70731,NYSE,NYSE,Tape A,100,6,2,Misc/Liquid Trust,1e-06
BIPI,BIPI,73322,NYSE,NYSE,Tape A,100,6,6,Misc/Liquid Trust,1e-06
BIPJ,BIPJ,77777,NYSE,NYSE,Tape A,100,6,6,Misc/Liquid Trust,1e-06
BIRD,BIRD,72224,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BIRK,BIRK,76457,NYSE,NYSE,Tape A,100,6,5,Common Stock,1e-06
BIS,BIS,32544,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BIT,BIT,41544,NYSE,NYSE,Tape A,100,6,8,Closed-End Fund,1e-06
BITB,BITB,76915,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BITC,BITC,75464,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BITF,BITF,70929,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BITI,BITI,74173,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BITK,BITK,81247,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
BITO,BITO,72068,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BITQ,BITQ,70560,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BITS,BITS,72390,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BITU,BITU,77454,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BITW,BITW,68484,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BITX,BITX,75937,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BITY,BITY,79993,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
BIV,BIV,24594,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BIVI,BIVI,64415,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BIVIW,BIVIW,80820,NYSE,NASDAQ,Tape C,100,6,13,Warrants,1e-06
BIXI,BIXI,82067,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
BIXIU,BIXIU,81896,NYSE,NASDAQ,Tape C,100,6,14,Units,1e-06
BIXIW,BIXIW,82068,NYSE,NASDAQ,Tape C,100,6,13,Warrants,1e-06
BIYA,BIYA,79623,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
BIZD,BIZD,41477,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BJ,BJ,61199,NYSE,NYSE,Tape A,100,6,3,Common Stock,1e-06
BJAN,BJAN,62739,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
BJDX,BJDX,72329,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BJK,BJK,26892,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BJRI,BJRI,505,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BJUL,BJUL,61592,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
BJUN,BJUN,63735,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BK,BK,5085,NYSE,NYSE,Tape A,100,6,7,Common Stock,1e-06
BK PRK,BKpK,79762,NYSE,NYSE,Tape A,100,6,3,Preferred Stock,1e-06
BKAG,BKAG,66201,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BKCG,BKCG,79827,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BKCH,BKCH,71143,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BKCI,BKCI,72799,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BKD,BKD,15710,NYSE,NYSE,Tape A,100,6,5,Common Stock,1e-06
BKDV,BKDV,78848,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BKE,BKE,5089,NYSE,NYSE,Tape A,100,6,1,Common Stock,1e-06
BKEM,BKEM,66200,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BKF,BKF,26260,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BKFI,BKFI,82176,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BKGI,BKGI,74831,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BKH,BKH,5092,NYSE,NYSE,Tape A,100,6,1,Common Stock,1e-06
BKHA,BKHA,77622,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
BKHAR,BKHAR,77623,NYSE,NASDAQ,Tape C,100,6,14,Rights,1e-06
BKHAU,BKHAU,77385,NYSE,NASDAQ,Tape C,100,6,13,Units,1e-06
BKHY,BKHY,66203,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BKIE,BKIE,66199,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BKKT,BKKT,68138,NYSE,NYSE,Tape A,100,6,4,Common Stock,1e-06
BKKT WS,BKKT.WS,68139,NYSE,NYSE,Tape A,100,6,7,Warrants,1e-06
BKLC,BKLC,66105,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BKLN,BKLN,37256,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BKMC,BKMC,66106,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BKMI,BKMI,82177,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BKMS,BKMS,82178,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BKN,BKN,5095,NYSE,NYSE,Tape A,100,6,4,Closed-End Fund,1e-06
BKNG,BKNG,3067,NYSE,NASDAQ,Tape C,10,4,13,Common Stock,0.0001
BKNU,BKNU,81187,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BKR,BKR,5064,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BKSE,BKSE,66107,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BKSY,BKSY,65270,NYSE,NYSE,Tape A,100,6,3,Common Stock,1e-06
BKSY WS,BKSY.WS,65271,NYSE,NYSE,Tape A,100,6,1,Warrants,1e-06
BKT,BKT,5098,NYSE,NYSE,Tape A,100,6,4,Closed-End Fund,1e-06
BKTI,BKTI,9028,NYSE,NYSE American,Tape B,100,6,10,Common Stock,1e-06
BKU,BKU,36453,NYSE,NYSE,Tape A,100,6,4,Common Stock,1e-06
BKUI,BKUI,71379,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BKV,BKV,78508,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
BKYI,BKYI,10779,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BL,BL,54212,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BLBD,BLBD,43698,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BLBX,BLBX,72327,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BLCN,BLCN,60423,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BLCO,BLCO,73997,NYSE,NYSE,Tape A,100,6,4,Common Stock,1e-06
BLCR,BLCR,76515,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BLCV,BLCV,75769,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BLD,BLD,50125,NYSE,NYSE,Tape A,40,6,4,Common Stock,1e-06
BLDG,BLDG,67626,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BLDP,BLDP,516,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BLDR,BLDR,517,NYSE,NYSE,Tape A,100,6,4,Common Stock,1e-06
BLE,BLE,5104,NYSE,NYSE,Tape A,100,6,2,Closed-End Fund,1e-06
BLES,BLES,56723,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BLFS,BLFS,10781,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BLFY,BLFY,71173,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BLGR,BLGR,80437,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BLIN,BLIN,24959,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BLIV,BLIV,79883,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
BLK,BLK,5108,NYSE,NYSE,Tape A,10,4,5,Common Stock,0.0001
BLKB,BLKB,518,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BLKC,BLKC,71961,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
BLLN,BLLN,81646,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BLMN,BLMN,40524,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BLND,BLND,71171,NYSE,NYSE,Tape A,100,6,4,Common Stock,1e-06
BLNE,BLNE,49226,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BLNK,BLNK,60666,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BLOK,BLOK,60414,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BLOX,BLOX,80383,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BLRKU,BLRKU,82020,NYSE,NASDAQ,Tape C,100,6,14,Units,1e-06
BLRX,BLRX,38545,NYSE,NASDAQ,Tape C,100,6,14,US Depositary Shares,1e-06
BLSG,BLSG,81544,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BLSH,BLSH,80849,NYSE,NYSE,Tape A,100,6,9,Common Stock,1e-06
BLST,BLST,80432,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BLSX,BLSX,81522,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BLTD,BLTD,80433,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BLTE,BLTE,73967,NYSE,NASDAQ,Tape C,100,6,13,US Depositary Shares,1e-06
BLUC,BLUC,80438,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BLUI,BLUI,80441,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BLUW,BLUW,80765,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
BLUWU,BLUWU,80324,NYSE,NASDAQ,Tape C,100,6,13,Units,1e-06
BLUWW,BLUWW,80766,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
BLUX,BLUX,80440,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BLV,BLV,24595,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BLW,BLW,5116,NYSE,NYSE,Tape A,100,6,6,Closed-End Fund,1e-06
BLX,BLX,5117,NYSE,NYSE,Tape A,100,6,3,Common Stock,1e-06
BLZE,BLZE,72347,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BLZR,BLZR,81593,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
BLZRU,BLZRU,81120,NYSE,NASDAQ,Tape C,100,6,13,Units,1e-06
BLZRW,BLZRW,81594,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
BMA,BMA,16253,NYSE,NYSE,Tape A,100,6,2,ADR,1e-06
BMAR,BMAR,65723,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BMAX,BMAX,79726,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BMAY,BMAY,66259,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BMBL,BMBL,69157,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BMDL,BMDL,77872,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BME,BME,5121,NYSE,NYSE,Tape A,100,6,2,Closed-End Fund,1e-06
BMEA,BMEA,70243,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BMED,BMED,67716,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BMEZ,BMEZ,65462,NYSE,NYSE,Tape A,100,6,8,Closed-End Fund,1e-06
BMGL,BMGL,79547,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
BMHL,BMHL,80618,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
BMI,BMI,5122,NYSE,NYSE,Tape A,100,6,7,Common Stock,1e-06
BML PRG,BMLpG,29766,NYSE,NYSE,Tape A,100,6,4,Preferred Stock,1e-06
BML PRH,BMLpH,29767,NYSE,NYSE,Tape A,100,6,7,Preferred Stock,1e-06
BML PRJ,BMLpJ,29769,NYSE,NYSE,Tape A,100,6,2,Preferred Stock,1e-06
BML PRL,BMLpL,29770,NYSE,NYSE,Tape A,100,6,1,Preferred Stock,1e-06
BMM,BMM,82276,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BMN,BMN,74794,NYSE,NYSE,Tape A,100,6,4,Closed-End Fund,1e-06
BMNG,BMNG,81545,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BMNR,BMNR,80287,NYSE,NYSE American,Tape B,100,6,11,Common Stock,1e-06
BMNU,BMNU,81281,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BMNZ,BMNZ,81708,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BMO,BMO,5125,NYSE,NYSE,Tape A,100,6,5,Common Stock,1e-06
BMOP,BMOP,82179,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BMR,BMR,75333,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
BMRA,BMRA,10807,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BMRC,BMRC,529,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BMRN,BMRN,530,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BMVP,BMVP,8773,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BMY,BMY,5129,NYSE,NYSE,Tape A,100,6,7,Common Stock,1e-06
BN,BN,4955,NYSE,NYSE,Tape A,100,6,6,Common Stock,1e-06
BNAI,BNAI,70337,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BNAIW,BNAIW,70338,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
BNBX,BNBX,10475,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BNC,BNC,73471,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
