symbol,cqs_symbol,symbol_id,exchange_code,listed_market,ticker_designation,lot_size,price_scale_code,system_id,asset_type,price_multiplier
BNCWW,BNCWW,73472,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
BND,BND,24592,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BNDC,BNDC,54450,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BNDD,BNDD,71749,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BNDI,BNDI,74542,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BNDP,BNDP,81950,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BNDS,BNDS,79252,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BNDW,BNDW,61694,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BNDX,BNDX,42144,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BNDY,BNDY,80573,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
BNED,BNED,50362,NYSE,NYSE,Tape A,100,6,7,Common Stock,1e-06
BNGE,BNGE,73320,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BNGO,BNGO,61328,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BNH,BNH,67939,NYSE,NYSE,Tape A,100,6,5,Misc/Liquid Trust,1e-06
BNJ,BNJ,68304,NYSE,NYSE,Tape A,100,6,5,Misc/Liquid Trust,1e-06
BNKD,BNKD,79509,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BNKK,BNKK,67951,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BNKU,BNKU,79508,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BNL,BNL,67493,NYSE,NYSE,Tape A,100,6,7,Common Stock,1e-06
BNO,BNO,32771,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BNOV,BNOV,64938,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BNR,BNR,66711,NYSE,NASDAQ,Tape C,100,6,13,US Depositary Shares,1e-06
BNRG,BNRG,74087,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
BNS,BNS,5141,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
BNT,BNT,70981,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
BNTC,BNTC,50515,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BNTX,BNTX,64829,NYSE,NASDAQ,Tape C,100,6,14,US Depositary Shares,1e-06
BNY,BNY,5144,NYSE,NYSE,Tape A,100,6,2,Closed-End Fund,1e-06
BNZI,BNZI,69216,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BNZIW,BNZIW,69217,NYSE,NASDAQ,Tape C,100,6,13,Warrants,1e-06
BOAT,BOAT,71319,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BOBP,BOBP,80177,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BOC,BOC,58704,NYSE,NYSE,Tape A,100,6,3,Common Stock,1e-06
BOCT,BOCT,61876,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
BODI,BODI,68795,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BOE,BOE,5145,NYSE,NYSE,Tape A,100,6,4,Closed-End Fund,1e-06
BOED,BOED,79962,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BOEG,BOEG,80367,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BOEU,BOEU,79963,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BOF,BOF,75893,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BOH,BOH,5146,NYSE,NYSE,Tape A,100,6,6,Common Stock,1e-06
BOH PRA,BOHpA,70912,NYSE,NYSE,Tape A,100,6,3,Preferred Stock,1e-06
BOH PRB,BOHpB,77906,NYSE,NYSE,Tape A,100,6,5,Preferred Stock,1e-06
BOIL,BOIL,38899,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BOKF,BOKF,546,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BOLD,BOLD,77437,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BOLT,BOLT,69052,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BON,BON,70959,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
BOND,BOND,39681,NYSE,NYSE,Tape A,100,6,6,ETF,1e-06
BOOM,BOOM,550,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BOOT,BOOT,48380,NYSE,NYSE,Tape A,100,6,1,Common Stock,1e-06
BORR,BORR,64200,NYSE,NYSE,Tape A,100,6,5,Common Stock,1e-06
BOSC,BOSC,556,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BOTJ,BOTJ,10827,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BOTT,BOTT,77532,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BOTZ,BOTZ,53876,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BOUT,BOUT,61738,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BOW,BOW,77698,NYSE,NYSE,Tape A,100,6,9,Common Stock,1e-06
BOX,BOX,49227,NYSE,NYSE,Tape A,100,6,4,Common Stock,1e-06
BOXA,BOXA,79105,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
BOXL,BOXL,51399,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BOXX,BOXX,75056,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BP,BP,5156,NYSE,NYSE,Tape A,100,6,1,ADR,1e-06
BPAC,BPAC,82145,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
BPACR,BPACR,82146,NYSE,NASDAQ,Tape C,100,6,14,Rights,1e-06
BPACU,BPACU,81692,NYSE,NASDAQ,Tape C,100,6,14,Units,1e-06
BPAY,BPAY,74482,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BPH,BPH,79202,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BPI,BPI,79858,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BPOP,BPOP,562,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BPOPM,BPOPM,563,NYSE,NASDAQ,Tape C,100,6,14,Preferred Stock,1e-06
BPRE,BPRE,82050,NYSE,NYSE,Tape A,100,6,1,Common Stock,1e-06
BPRN,BPRN,59278,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BPRO,BPRO,82240,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BPYPM,BPYPM,71250,NYSE,NASDAQ,Tape C,100,6,13,Misc/Liquid Trust,1e-06
BPYPN,BPYPN,65631,NYSE,NASDAQ,Tape C,100,6,14,Misc/Liquid Trust,1e-06
BPYPO,BPYPO,64354,NYSE,NASDAQ,Tape C,100,6,13,Misc/Liquid Trust,1e-06
BPYPP,BPYPP,63295,NYSE,NASDAQ,Tape C,100,6,13,Preferred Stock,1e-06
BQ,BQ,80614,NYSE,NYSE American,Tape B,100,6,11,Common Stock,1e-06
BR,BR,19275,NYSE,NYSE,Tape A,100,6,5,Common Stock,1e-06
BRAG,BRAG,71549,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BRAZ,BRAZ,76175,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BRBI,BRBI,81192,NYSE,NASDAQ,Tape C,100,6,13,US Depositary Shares,1e-06
BRBR,BRBR,73537,NYSE,NYSE,Tape A,100,6,9,Common Stock,1e-06
BRBS,BRBS,65274,NYSE,NYSE American,Tape B,100,6,10,Common Stock,1e-06
BRC,BRC,5171,NYSE,NYSE,Tape A,100,6,7,Common Stock,1e-06
BRCB,BRCB,81143,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BRCC,BRCC,70289,NYSE,NYSE,Tape A,100,6,7,Common Stock,1e-06
BRCE,BRCE,81502,NYSE,NYSE,Tape A,100,6,3,ETF,1e-06
BREM,BREM,81466,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BRF,BRF,5177,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BRFH,BRFH,40062,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BRHY,BRHY,77857,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BRIA,BRIA,78932,NYSE,NYSE American,Tape B,100,6,11,Common Stock,1e-06
BRID,BRID,576,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BRIE,BRIE,81501,NYSE,NYSE,Tape A,100,6,8,ETF,1e-06
BRIF,BRIF,79143,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BRK A,BRK.A,5179,NYSE,NYSE,Tape A,1,3,5,Common Stock,0.001
BRK B,BRK.B,5180,NYSE,NYSE,Tape A,40,6,3,Common Stock,1e-06
BRKC,BRKC,80292,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BRKD,BRKD,79059,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BRKR,BRKR,579,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BRKRP,BRKRP,81097,NYSE,NASDAQ,Tape C,40,6,14,Preferred Stock,1e-06
BRKU,BRKU,79060,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BRKW,BRKW,80389,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
BRLN,BRLN,74727,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
BRLS,BRLS,71955,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
BRLSW,BRLSW,71956,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
BRLT,BRLT,71789,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BRN,BRN,5183,NYSE,NYSE American,Tape B,100,6,10,Common Stock,1e-06
BRNS,BRNS,70440,NYSE,NASDAQ,Tape C,100,6,13,US Depositary Shares,1e-06
BRNY,BRNY,74752,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BRO,BRO,5184,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
BROS,BROS,71651,NYSE,NYSE,Tape A,100,6,6,Common Stock,1e-06
BRR,BRR,80307,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BRRR,BRRR,76909,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BRRWW,BRRWW,80308,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
BRSL,BRSL,6989,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
BRSP,BRSP,60635,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
BRT,BRT,5186,NYSE,NYSE,Tape A,100,6,9,Common Stock,1e-06
BRTR,BRTR,76806,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BRTX,BRTX,72274,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BRW,BRW,8668,NYSE,NYSE,Tape A,100,6,2,Closed-End Fund,1e-06
BRX,BRX,42972,NYSE,NYSE,Tape A,100,6,3,Common Stock,1e-06
BRZE,BRZE,72409,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BRZU,BRZU,41806,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BSAA,BSAA,80813,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
BSAAR,BSAAR,80814,NYSE,NASDAQ,Tape C,100,6,14,Rights,1e-06
BSAAU,BSAAU,80368,NYSE,NASDAQ,Tape C,100,6,14,Units,1e-06
BSAC,BSAC,9053,NYSE,NYSE,Tape A,100,6,3,US Depositary Shares,1e-06
BSBK,BSBK,65414,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BSBR,BSBR,31655,NYSE,NYSE,Tape A,100,6,3,US Depositary Shares,1e-06
BSCQ,BSCQ,53885,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BSCR,BSCR,59660,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BSCS,BSCS,61383,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BSCT,BSCT,64481,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BSCU,BSCU,67499,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BSCV,BSCV,71662,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BSCW,BSCW,74565,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BSCX,BSCX,76333,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BSCY,BSCY,77830,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BSCZ,BSCZ,80336,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BSEP,BSEP,64394,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BSET,BSET,587,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BSJQ,BSJQ,61382,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BSJR,BSJR,64480,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BSJS,BSJS,67500,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BSJT,BSJT,71663,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BSJU,BSJU,74566,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BSJV,BSJV,76334,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BSJW,BSJW,77831,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BSJX,BSJX,80337,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BSL,BSL,32751,NYSE,NYSE,Tape A,100,6,6,Closed-End Fund,1e-06
BSM,BSM,49743,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
BSMC,BSMC,76444,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BSMQ,BSMQ,64666,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BSMR,BSMR,64667,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BSMS,BSMS,64668,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BSMT,BSMT,64669,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BSMU,BSMU,67501,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BSMV,BSMV,71664,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BSMW,BSMW,75349,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BSMY,BSMY,78354,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BSMZ,BSMZ,81193,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BSOL,BSOL,81553,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BSR,BSR,75618,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BSRR,BSRR,592,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BSSX,BSSX,76335,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BST,BST,48377,NYSE,NYSE,Tape A,100,6,3,Closed-End Fund,1e-06
BSTP,BSTP,73642,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BSTZ,BSTZ,63923,NYSE,NYSE,Tape A,100,6,3,Closed-End Fund,1e-06
BSV,BSV,24593,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BSVN,BSVN,61803,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BSVO,BSVO,75429,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BSX,BSX,5205,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
BSY,BSY,67610,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BTA,BTA,16144,NYSE,NYSE,Tape A,100,6,4,Closed-End Fund,1e-06
BTAI,BTAI,60744,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BTAL,BTAL,38753,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BTBD,BTBD,72357,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BTBDW,BTBDW,72358,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
BTBT,BTBT,60791,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
BTC,BTC,78092,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BTCC,BTCC,79857,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BTCI,BTCI,78690,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BTCL,BTCL,77979,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BTCO,BTCO,76924,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
BTCS,BTCS,43670,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BTCT,BTCT,61985,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
BTCW,BTCW,76925,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
BTCZ,BTCZ,77980,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BTDR,BTDR,71263,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
BTE,BTE,75312,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
BTF,BTF,72075,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BTFL,BTFL,82121,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
BTG,BTG,37362,NYSE,NYSE American,Tape B,100,6,10,Common Stock,1e-06
BTGD,BTGD,78686,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BTGO,BTGO,82232,NYSE,NYSE,Tape A,100,6,7,Common Stock,1e-06
BTI,BTI,5211,NYSE,NYSE,Tape A,100,6,9,US Depositary Shares,1e-06
BTM,BTM,73902,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BTMD,BTMD,70339,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BTMWW,BTMWW,73904,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
BTO,BTO,5215,NYSE,NYSE,Tape A,100,6,9,Closed-End Fund,1e-06
BTOC,BTOC,77634,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BTOG,BTOG,64293,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
BTOP,BTOP,76411,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BTOT,BTOT,82000,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BTQ,BTQ,77797,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BTR,BTR,75617,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BTRN,BTRN,77374,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BTSG,BTSG,77011,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BTSGU,BTSGU,77012,NYSE,NASDAQ,Tape C,100,6,14,Units,1e-06
BTT,BTT,40642,NYSE,NYSE,Tape A,100,6,7,Closed-End Fund,1e-06
BTTC,BTTC,30878,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
BTU,BTU,56968,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
BTX,BTX,69942,NYSE,NYSE,Tape A,100,6,8,Closed-End Fund,1e-06
BTZ,BTZ,18513,NYSE,NYSE,Tape A,100,6,7,Closed-End Fund,1e-06
BU,BU,81795,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BUCK,BUCK,74806,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BUD,BUD,31254,NYSE,NYSE,Tape A,100,6,4,US Depositary Shares,1e-06
BUDA,BUDA,82163,NYSE,NYSE American,Tape B,100,6,10,Common Stock,1e-06
BUFB,BUFB,73438,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BUFC,BUFC,76792,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BUFD,BUFD,68835,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BUFF,BUFF,54163,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BUFG,BUFG,72139,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
BUFH,BUFH,80473,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
BUFI,BUFI,79053,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BUFM,BUFM,79054,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BUFP,BUFP,77841,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
BUFQ,BUFQ,74163,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BUFR,BUFR,67195,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BUFS,BUFS,77739,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BUFT,BUFT,72140,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BUFX,BUFX,80474,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BUFY,BUFY,78511,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BUFZ,BUFZ,76514,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BUG,BUG,64915,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BUI,BUI,39206,NYSE,NYSE,Tape A,100,6,7,Closed-End Fund,1e-06
BUL,BUL,63530,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BULD,BULD,73905,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BULG,BULG,80839,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
BULL,BULL,74468,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BULLW,BULLW,74469,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
BULU,BULU,80763,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BULX,BULX,81049,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
BULZ,BULZ,71456,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BUR,BUR,67913,NYSE,NYSE,Tape A,100,6,5,Ordinary Shares,1e-06
BURL,BURL,42794,NYSE,NYSE,Tape A,40,6,8,Common Stock,1e-06
BURU,BURU,78108,NYSE,NYSE American,Tape B,100,6,10,Common Stock,1e-06
BUSA,BUSA,76445,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
BUSE,BUSE,608,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BUSEP,BUSEP,80274,NYSE,NASDAQ,Tape C,100,6,13,Preferred Stock,1e-06
BUUU,BUUU,80891,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
BUXX,BUXX,76125,NYSE,NYSE,Tape A,100,6,3,ETF,1e-06
BUYO,BUYO,78622,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BUYW,BUYW,74593,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BUYZ,BUYZ,65680,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BUZZ,BUZZ,69475,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BV,BV,61200,NYSE,NYSE,Tape A,100,6,7,Common Stock,1e-06
BVAL,BVAL,80434,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BVC,BVC,69981,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
BVFL,BVFL,55059,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BVN,BVN,5225,NYSE,NYSE,Tape A,100,6,8,ADR,1e-06
BVS,BVS,69158,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BW,BW,50116,NYSE,NYSE,Tape A,100,6,3,Common Stock,1e-06
BW PRA,BWpA,70590,NYSE,NYSE,Tape A,100,6,6,Preferred Stock,1e-06
BWA,BWA,5229,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
BWAY,BWAY,63446,NYSE,NASDAQ,Tape C,100,6,14,US Depositary Shares,1e-06
BWB,BWB,60766,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BWBBP,BWBBP,71459,NYSE,NASDAQ,Tape C,100,6,14,Misc/Liquid Trust,1e-06
BWEB,BWEB,74712,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BWEN,BWEN,27347,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BWET,BWET,75660,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BWFG,BWFG,26554,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BWG,BWG,39814,NYSE,NYSE,Tape A,100,6,4,Closed-End Fund,1e-06
BWIN,BWIN,64879,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BWLP,BWLP,77547,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
BWMN,BWMN,70500,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BWMX,BWMX,62016,NYSE,NYSE,Tape A,100,6,9,Ordinary Shares,1e-06
BWNB,BWNB,72968,NYSE,NYSE,Tape A,100,6,7,Misc/Liquid Trust,1e-06
BWOW,BWOW,81894,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BWTG,BWTG,76610,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
BWX,BWX,25785,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BWXT,BWXT,33455,NYSE,NYSE,Tape A,100,6,1,Common Stock,1e-06
BWZ,BWZ,29906,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BX,BX,24888,NYSE,NYSE,Tape A,100,6,3,Common Stock,1e-06
BXC,BXC,5237,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
BXMT,BXMT,5624,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
BXMX,BXMX,7244,NYSE,NYSE,Tape A,100,6,4,Closed-End Fund,1e-06
BXP,BXP,5240,NYSE,NYSE,Tape A,100,6,5,Common Stock,1e-06
BXSL,BXSL,72160,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
BY,BY,58922,NYSE,NYSE,Tape A,100,6,5,Common Stock,1e-06
BYAH,BYAH,79162,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
BYD,BYD,5244,NYSE,NYSE,Tape A,100,6,4,Common Stock,1e-06
BYFC,BYFC,621,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BYLD,BYLD,44061,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
BYM,BYM,5247,NYSE,NYSE,Tape A,100,6,5,Closed-End Fund,1e-06
BYND,BYND,63532,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
BYRE,BYRE,74053,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
BYRN,BYRN,17265,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BYSI,BYSI,56800,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
BZ,BZ,70838,NYSE,NASDAQ,Tape C,100,6,14,US Depositary Shares,1e-06
BZAI,BZAI,79246,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
BZAIW,BZAIW,79247,NYSE,NASDAQ,Tape C,100,6,13,Warrants,1e-06
BZFD,BZFD,69526,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
