symbol|cqs_symbol|symbol_id|exchange_code|listed_market|ticker_designation|lot_size|price_scale_code|system_id|asset_type||
HVMCW|HVMCW|81360|N|Q|C|100|6|14|W||
HVT|HVT|6899|N|N|A|100|6|9|C||
HVT A|HVT.A|6900|N|N|A|100|6|7|C||
HWAY|HWAY|78371|N|Q|C|100|6|13|E||
HWBK|HWBK|1422|N|Q|C|100|6|14|C||
HWC|HWC|1818|N|Q|C|100|6|14|C||
HWCPZ|HWCPZ|66740|N|Q|C|100|6|14|M||
HWH|HWH|73753|N|Q|C|100|6|14|C||
HWKN|HWKN|1920|N|Q|C|100|6|14|C||
HWM|HWM|4543|N|N|A|100|6|4|C||
HWSM|HWSM|79828|N|Q|C|100|6|13|M||
HXHX|HXHX|79928|N|Q|C|100|6|13|O||
HXL|HXL|6908|N|N|A|100|6|2|C||
HY|HY|40792|N|N|A|100|6|5|C||
HYAC|HYAC|76310|N|N|A|100|6|3|O||
HYAC U|HYAC.U|76045|N|N|A|100|6|7|I||
HYAC WS|HYAC.WS|76309|N|N|A|100|6|6|W||
HYBB|HYBB|67806|N|P|B|100|6|10|E||
HYBI|HYBI|78534|N|Q|C|100|6|13|E||
HYBL|HYBL|73503|N|Z|B|100|6|10|E||
HYBX|HYBX|78915|N|N|A|100|6|3|E||
HYD|HYD|29974|N|Z|B|100|6|10|E||
HYDB|HYDB|59146|N|Z|B|100|6|10|E||
HYDR|HYDR|71146|N|Q|C|100|6|14|E||
HYDW|HYDW|60389|N|P|B|100|6|10|E||
HYEM|HYEM|39989|N|P|B|100|6|10|E||
HYFI|HYFI|75699|N|P|B|100|6|10|E||
HYFM|HYFM|68441|N|Q|C|100|6|14|C||
HYFT|HYFT|60669|N|Q|C|100|6|14|C||
HYG|HYG|24597|N|P|B|100|6|10|E||
HYGH|HYGH|44344|N|P|B|100|6|10|E||
HYGV|HYGV|61258|N|P|B|100|6|11|E||
HYGW|HYGW|74491|N|Z|B|100|6|11|E||
HYHG|HYHG|42032|N|Z|B|100|6|11|E||
HYI|HYI|6916|N|N|A|100|6|1|U||
HYIN|HYIN|70498|N|Z|B|100|6|10|E||
HYKE|HYKE|76900|N|Z|B|100|6|10|E||
HYLB|HYLB|54606|N|P|B|100|6|10|E||
HYLN|HYLN|63471|N|A|B|100|6|10|C||
HYLS|HYLS|41548|N|Q|C|100|6|14|E||
HYMB|HYMB|37744|N|P|B|100|6|10|E||
HYMC|HYMC|60758|N|Q|C|100|6|13|C||
HYNE|HYNE|81947|N|Q|C|100|6|13|C||
HYP|HYP|81229|N|Q|C|100|6|13|E||
HYPD|HYPD|60572|N|Q|C|100|6|14|C||
HYPR|HYPR|68915|N|Q|C|100|6|13|C||
HYRM|HYRM|73448|N|P|B|100|6|10|E||
HYS|HYS|38380|N|P|B|100|6|11|E||
HYSA|HYSA|40948|N|P|B|100|6|11|E||
HYSD|HYSD|78280|N|P|B|100|6|11|E||
HYT|HYT|6922|N|N|A|100|6|4|U||
HYTI|HYTI|79450|N|P|B|100|6|10|E||
HYTR|HYTR|65434|N|N|A|100|6|1|E||
HYUP|HYUP|60388|N|P|B|100|6|11|E||
HYXF|HYXF|53359|N|Q|C|100|6|13|E||
HYZD|HYZD|43308|N|Q|C|100|6|13|E||
HZO|HZO|6925|N|N|A|100|6|6|C||
IAC|IAC|1930|N|Q|C|100|6|14|C||
IAE|IAE|19314|N|N|A|100|6|8|U||
IAF|IAF|6927|N|A|B|100|6|10|U||
IAG|IAG|6928|N|N|A|100|6|7|C||
IAGG|IAGG|51943|N|Z|B|100|6|11|E||
IAI|IAI|16452|N|P|B|100|6|10|E||
IAK|IAK|16453|N|P|B|100|6|11|E||
IALT|IALT|81996|N|Q|C|100|6|14|E||
IAPR|IAPR|70069|N|P|B|100|6|11|E||
IART|IART|1936|N|Q|C|100|6|14|C||
IAT|IAT|16454|N|P|B|100|6|11|E||
IAU|IAU|6933|N|P|B|100|6|11|E||
IAUG|IAUG|78096|N|P|B|100|6|11|E||
IAUI|IAUI|80293|N|Z|B|100|6|11|E||
IAUM|IAUM|70991|N|P|B|100|6|11|E||
IAUX|IAUX|74061|N|A|B|100|6|11|C||
IAUX WS|IAUX.WS|80730|N|A|B|100|6|11|W||
IBAC|IBAC|77558|N|Q|C|100|6|13|C||
IBACR|IBACR|77559|N|Q|C|100|6|13|R||
IBAT|IBAT|77383|N|Q|C|100|6|13|E||
IBB|IBB|6936|N|Q|C|100|6|13|E||
IBBQ|IBBQ|70836|N|Q|C|100|6|13|E||
IBCA|IBCA|79788|N|P|B|100|6|11|E||
IBCP|IBCP|1940|N|Q|C|100|6|13|C||
IBD|IBD|59099|N|P|B|100|6|11|E||
IBDR|IBDR|53890|N|P|B|100|6|10|E||
IBDS|IBDS|59556|N|P|B|100|6|11|E||
IBDT|IBDT|61798|N|P|B|100|6|10|E||
IBDU|IBDU|64616|N|P|B|100|6|11|E||
IBDV|IBDV|66834|N|P|B|100|6|11|E||
IBDW|IBDW|70953|N|P|B|100|6|11|E||
IBDX|IBDX|74228|N|P|B|100|6|10|E||
IBDY|IBDY|75914|N|P|B|100|6|11|E||
IBDZ|IBDZ|77716|N|P|B|100|6|10|E||
IBEX|IBEX|67171|N|Q|C|100|6|14|C||
IBG|IBG|78518|N|Q|C|100|6|13|O||
IBGA|IBGA|77832|N|Q|C|100|6|13|E||
IBGB|IBGB|79796|N|Q|C|100|6|13|E||
IBGK|IBGK|77833|N|Q|C|100|6|14|E||
IBGL|IBGL|79797|N|Q|C|100|6|13|E||
IBHF|IBHF|68122|N|Z|B|100|6|10|E||
IBHG|IBHG|71110|N|Z|B|100|6|11|E||
IBHH|IBHH|73662|N|Z|B|100|6|11|E||
IBHI|IBHI|73663|N|Z|B|100|6|11|E||
IBHJ|IBHJ|75913|N|Z|B|100|6|10|E||
IBHK|IBHK|77713|N|Z|B|100|6|11|E||
IBHL|IBHL|79790|N|Z|B|100|6|11|E||
IBIC|IBIC|76300|N|P|B|100|6|10|E||
IBID|IBID|76301|N|P|B|100|6|11|E||
IBIE|IBIE|76302|N|P|B|100|6|10|E||
IBIF|IBIF|76341|N|P|B|100|6|10|E||
IBIG|IBIG|76342|N|P|B|100|6|11|E||
IBIH|IBIH|76343|N|P|B|100|6|11|E||
IBII|IBII|76344|N|P|B|100|6|11|E||
IBIJ|IBIJ|76345|N|P|B|100|6|11|E||
IBIK|IBIK|77717|N|P|B|100|6|11|E||
IBIL|IBIL|79789|N|P|B|100|6|11|E||
IBIO|IBIO|28844|N|Q|C|100|6|13|C||
IBIT|IBIT|76910|N|Q|C|100|6|13|E||
IBKR|IBKR|24470|N|Q|C|100|6|13|C||
IBLC|IBLC|73946|N|P|B|100|6|10|E||
IBM|IBM|6940|N|N|A|40|6|2|C||
IBMO|IBMO|63380|N|Z|B|100|6|11|E||
IBMP|IBMP|63423|N|Z|B|100|6|10|E||
IBMQ|IBMQ|63450|N|Z|B|100|6|10|E||
IBMR|IBMR|75686|N|Z|B|100|6|11|E||
IBMS|IBMS|77714|N|Z|B|100|6|11|E||
IBMT|IBMT|79791|N|Z|B|100|6|11|E||
IBN|IBN|6941|N|N|A|100|6|7|A||
IBND|IBND|32723|N|P|B|100|6|11|E||
IBO|IBO|78152|N|A|B|100|6|10|C||
IBOC|IBOC|1947|N|Q|C|100|6|14|C||
IBOT|IBOT|75586|N|Q|C|100|6|13|E||
IBP|IBP|43539|N|N|A|40|6|6|C||
IBRN|IBRN|74535|N|P|B|100|6|11|E||
IBRX|IBRX|50387|N|Q|C|100|6|13|C||
IBTA|IBTA|77515|N|N|A|100|6|6|C||
IBTG|IBTG|65697|N|Q|C|100|6|14|E||
IBTH|IBTH|65698|N|Q|C|100|6|14|E||
IBTI|IBTI|65699|N|Q|C|100|6|13|E||
IBTJ|IBTJ|65700|N|Q|C|100|6|14|E||
IBTK|IBTK|66998|N|Q|C|100|6|14|E||
IBTL|IBTL|71156|N|Q|C|100|6|14|E||
IBTM|IBTM|74255|N|Q|C|100|6|14|E||
IBTO|IBTO|75962|N|Q|C|100|6|14|E||
IBTP|IBTP|77834|N|Q|C|100|6|13|E||
IBTQ|IBTQ|79798|N|Q|C|100|6|13|E||
IBUF|IBUF|77939|N|P|B|100|6|11|E||
IBUY|IBUY|52940|N|P|B|100|6|11|E||
ICAP|ICAP|73059|N|P|B|100|6|11|E||
ICCC|ICCC|1953|N|Q|C|100|6|13|C||
ICCM|ICCM|71542|N|Q|C|100|6|13|O||
ICE|ICE|15680|N|N|A|100|6|8|C||
ICF|ICF|6944|N|Z|B|100|6|11|E||
ICFI|ICFI|17266|N|Q|C|100|6|13|C||
ICG|ICG|75445|N|Q|C|100|6|14|H||
ICHR|ICHR|54637|N|Q|C|100|6|13|O||
ICL|ICL|46038|N|N|A|100|6|2|C||
ICLN|ICLN|28310|N|Q|C|100|6|14|E||
ICLO|ICLO|75007|N|Z|B|100|6|10|E||
ICLR|ICLR|1959|N|Q|C|100|6|13|O||
ICMB|ICMB|43503|N|Q|C|100|6|14|C||
ICOI|ICOI|79848|N|P|B|100|6|11|E||
ICON|ICON|77994|N|Q|C|100|6|13|C||
ICOP|ICOP|75915|N|Q|C|100|6|14|E||
ICOW|ICOW|58750|N|Z|B|100|6|11|E||
ICPI|ICPI|81822|N|P|B|100|6|11|E||
ICPY|ICPY|81112|N|P|B|100|6|11|E||
ICR PRA|ICRpA|71785|N|N|A|100|6|8|P||
ICRC|ICRC|81348|N|P|B|100|6|10|E||
ICSH|ICSH|43286|N|Z|B|100|6|11|E||
ICU|ICU|69793|N|Q|C|100|6|14|C||
ICUCW|ICUCW|69794|N|Q|C|100|6|14|W||
ICUI|ICUI|1972|N|Q|C|100|6|14|C||
ICVT|ICVT|50039|N|Z|B|100|6|11|E||
IDA|IDA|6950|N|N|A|100|6|3|C||
IDAI|IDAI|73355|N|Q|C|100|6|13|C||
IDCC|IDCC|1974|N|Q|C|40|6|14|C||
IDE|IDE|32195|N|N|A|100|6|2|U||
IDEC|IDEC|76708|N|P|B|100|6|11|E||
IDEF|IDEF|80178|N|Q|C|100|6|13|E||
IDEQ|IDEQ|80080|N|P|B|100|6|11|E||
IDEV|IDEV|56893|N|P|B|100|6|11|E||
IDGT|IDGT|6987|N|P|B|100|6|11|E||
IDHQ|IDHQ|24755|N|P|B|100|6|10|E||
IDLV|IDLV|39429|N|P|B|100|6|10|E||
IDMO|IDMO|39636|N|P|B|100|6|11|E||
IDN|IDN|6952|N|Q|C|100|6|14|C||
IDNA|IDNA|63827|N|P|B|100|6|10|E||
IDOG|IDOG|42297|N|P|B|100|6|11|E||
IDR|IDR|73669|N|A|B|100|6|10|C||
IDRV|IDRV|63448|N|P|B|100|6|11|E||
IDT|IDT|6955|N|N|A|100|6|4|C||
IDU|IDU|6957|N|P|B|100|6|11|E||
IDUB|IDUB|71227|N|Z|B|100|6|11|E||
IDV|IDV|24804|N|Z|B|100|6|10|E||
IDVO|IDVO|74561|N|P|B|100|6|10|E||
IDVZ|IDVZ|79158|N|Z|B|100|6|11|E||
IDX|IDX|29849|N|P|B|100|6|11|E||
IDXX|IDXX|1986|N|Q|C|40|4|14|C||
IDYA|IDYA|63693|N|Q|C|100|6|14|C||
IDYN|IDYN|80812|N|P|B|100|6|10|E||
IE|IE|74190|N|A|B|100|6|11|C||
IEAGU|IEAGU|82222|N|Q|C|100|6|14|I||
IEDI|IEDI|60809|N|Z|B|100|6|11|E||
IEF|IEF|6959|N|Q|C|100|6|13|E||
IEFA|IEFA|40881|N|Z|B|100|6|10|E||
IEI|IEI|18789|N|Q|C|100|6|13|E||
IEMG|IEMG|40882|N|P|B|100|6|11|E||
IEO|IEO|16447|N|Z|B|100|6|10|E||
IEP|IEP|25628|N|Q|C|100|6|13|C||
IESC|IESC|16493|N|Q|C|40|6|13|C||
IETC|IETC|60813|N|Z|B|100|6|11|E||
IETH|IETH|81349|N|P|B|100|6|10|E||
IEUR|IEUR|44426|N|P|B|100|6|11|E||
IEUS|IEUS|26278|N|Q|C|100|6|13|E||
IEV|IEV|6963|N|P|B|100|6|11|E||
IEX|IEX|6964|N|N|A|100|6|1|C||
IEZ|IEZ|16448|N|P|B|100|6|10|E||
IFBD|IFBD|70299|N|Q|C|100|6|14|O||
IFEB|IFEB|77045|N|P|B|100|6|10|E||
IFED|IFED|71658|N|P|B|100|6|11|E||
IFF|IFF|6971|N|N|A|100|6|6|C||
IFGL|IFGL|26276|N|Q|C|100|6|13|E||
IFLO|IFLO|80508|N|Q|C|100|6|14|E||
IFLR|IFLR|81820|N|P|B|100|6|11|E||
IFN|IFN|6973|N|N|A|100|6|2|U||
IFRA|IFRA|60862|N|Z|B|100|6|11|E||
IFRX|IFRX|60055|N|Q|C|100|6|14|C||
IFS|IFS|64081|N|N|A|100|6|1|C||
IFV|IFV|44663|N|Q|C|100|6|13|E||
IG|IG|60908|N|P|B|100|6|11|E||
IGA|IGA|6979|N|N|A|100|6|2|U||
IGAC|IGAC|82101|N|Q|C|100|6|13|O||
IGACR|IGACR|82102|N|Q|C|100|6|14|R||
IGACU|IGACU|81885|N|Q|C|100|6|13|I||
IGBH|IGBH|50358|N|P|B|100|6|11|E||
IGC|IGC|16353|N|A|B|100|6|11|C||
IGCB|IGCB|78913|N|N|A|100|6|2|E||
IGD|IGD|6981|N|N|A|100|6|7|U||
IGE|IGE|6982|N|Z|B|100|6|11|E||
IGEB|IGEB|59147|N|Z|B|100|6|10|E||
IGF|IGF|26503|N|Q|C|100|6|13|E||
IGGY|IGGY|81185|N|P|B|100|6|10|E||
IGHG|IGHG|43066|N|Z|B|100|6|10|E||
IGI|IGI|31133|N|N|A|100|6|7|U||
IGIB|IGIB|18784|N|Q|C|100|6|13|E||
IGIC|IGIC|60878|N|Q|C|100|6|14|C||
IGLB|IGLB|31979|N|P|B|100|6|11|E||
IGLD|IGLD|69454|N|Z|B|100|6|10|E||
IGM|IGM|6986|N|P|B|100|6|10|E||
IGME|IGME|80321|N|P|B|100|6|11|E||
IGOV|IGOV|29882|N|Q|C|100|6|14|E||
IGPT|IGPT|8738|N|P|B|100|6|11|E||
IGR|IGR|6988|N|N|A|100|6|1|U||
IGRO|IGRO|53128|N|Z|B|100|6|10|E||
IGSB|IGSB|18783|N|Q|C|100|6|13|E||
IGTR|IGTR|74927|N|P|B|100|6|11|E||
IGV|IGV|6990|N|Z|B|100|6|11|E||
IGZ|IGZ|35889|N|P|B|100|6|11|M||
IH|IH|67809|N|N|A|100|6|3|H||
IHAK|IHAK|63826|N|P|B|100|6|10|E||
IHD|IHD|37904|N|N|A|100|6|5|U||
IHDG|IHDG|44117|N|P|B|100|6|11|E||
IHE|IHE|16449|N|P|B|100|6|10|E||
IHF|IHF|16450|N|P|B|100|6|11|E||
IHG|IHG|6993|N|N|A|100|6|4|H||
IHI|IHI|16451|N|P|B|100|6|11|E||
IHRT|IHRT|64085|N|Q|C|100|6|13|C||
IHS|IHS|72011|N|N|A|100|6|8|O||
IHT|IHT|7000|N|A|B|100|6|11|C||
IHY|IHY|39844|N|P|B|100|6|11|E||
IHYF|IHYF|68347|N|Q|C|100|6|13|E||
IIF|IIF|7004|N|N|A|100|6|4|U||
IIGD|IIGD|61305|N|P|B|100|6|11|E||
III|III|19006|N|Q|C|100|6|14|C||
IIIN|IIIN|2005|N|N|A|100|6|1|C||
IIIV|IIIV|61156|N|Q|C|100|6|14|C||
IIM|IIM|7007|N|N|A|100|6|3|U||
IINN|IINN|70083|N|Q|C|100|6|14|O||
IINNW|IINNW|71149|N|Q|C|100|6|14|W||
IIPR|IIPR|54455|N|N|A|100|6|6|C||
IIPR PRA|IIPRpA|59934|N|N|A|100|6|3|P||
IJAN|IJAN|65301|N|P|B|100|6|11|E||
IJH|IJH|7014|N|P|B|100|6|11|E||
IJJ|IJJ|7015|N|P|B|100|6|11|E||
IJK|IJK|7016|N|P|B|100|6|10|E||
IJR|IJR|7017|N|P|B|100|6|10|E||
IJS|IJS|7018|N|P|B|100|6|11|E||
IJT|IJT|7019|N|Q|C|100|6|14|E||
IJUL|IJUL|63959|N|P|B|100|6|11|E||
IJUN|IJUN|77758|N|P|B|100|6|10|E||
IKT|IKT|68116|N|Q|C|100|6|13|C||
ILAG|ILAG|74264|N|Q|C|100|6|13|H||
ILCB|ILCB|7202|N|P|B|100|6|10|E||
ILCG|ILCG|7203|N|P|B|100|6|11|E||
ILCV|ILCV|7204|N|P|B|100|6|11|E||
ILDR|ILDR|70732|N|P|B|100|6|11|E||
ILF|ILF|7033|N|P|B|100|6|11|E||
ILIT|ILIT|75916|N|Q|C|100|6|13|E||
ILMN|ILMN|2012|N|Q|C|100|6|14|C||
ILOW|ILOW|77996|N|P|B|100|6|11|E||
ILPT|ILPT|60408|N|Q|C|100|6|13|S||
ILS|ILS|79833|N|P|B|100|6|11|E||
ILTB|ILTB|31980|N|P|B|100|6|10|E||
IMA|IMA|69982|N|Q|C|100|6|14|C||
IMAR|IMAR|77237|N|P|B|100|6|10|E||
IMAX|IMAX|2017|N|N|A|100|6|4|C||
IMAY|IMAY|77553|N|P|B|100|6|11|E||
IMCB|IMCB|7205|N|P|B|100|6|10|E||
IMCC|IMCC|69416|N|Q|C|100|6|13|C||
IMCG|IMCG|7206|N|P|B|100|6|10|E||
IMCR|IMCR|69061|N|Q|C|100|6|13|H||
IMCV|IMCV|7207|N|Q|C|100|6|13|E||
IMDX|IMDX|52196|N|Q|C|100|6|13|C||
IMF|IMF|79751|N|Z|B|100|6|11|E||
IMFL|IMFL|69307|N|Z|B|100|6|10|E||
IMG|IMG|55858|N|Q|C|100|6|14|C||
IMKTA|IMKTA|2024|N|Q|C|100|6|13|C||
IMMP|IMMP|39894|N|Q|C|100|6|14|H||
IMMR|IMMR|2026|N|Q|C|100|6|14|C||
IMMX|IMMX|72954|N|Q|C|100|6|13|C||
IMNM|IMNM|67760|N|Q|C|100|6|13|C||
IMNN|IMNN|5474|N|Q|C|100|6|13|C||
IMO|IMO|7048|N|A|B|100|6|11|C||
IMOM|IMOM|52206|N|Q|C|100|6|13|E||
IMOS|IMOS|2032|N|Q|C|100|6|14|H||
IMPP|IMPP|72634|N|Q|C|100|6|13|C||
IMPPP|IMPPP|72636|N|Q|C|100|6|13|M||
IMRA|IMRA|79849|N|P|B|100|6|10|E||
IMRN|IMRN|58516|N|Q|C|100|6|14|H||
IMRX|IMRX|71291|N|Q|C|100|6|14|C||
IMSR|IMSR|78651|N|Q|C|100|6|14|O||
IMSRW|IMSRW|78652|N|Q|C|100|6|13|W||
IMST|IMST|79847|N|P|B|100|6|10|E||
IMTB|IMTB|54270|N|P|B|100|6|10|E||
IMTE|IMTE|59298|N|Q|C|100|6|14|O||
IMTM|IMTM|49206|N|P|B|100|6|10|E||
IMTX|IMTX|62210|N|Q|C|100|6|14|O||
IMUX|IMUX|44042|N|Q|C|100|6|14|C||
IMVT|IMVT|63903|N|Q|C|100|6|14|C||
IMXI|IMXI|56821|N|Q|C|100|6|13|C||
INAB|INAB|68124|N|Q|C|100|6|14|C||
INAC|INAC|80756|N|Q|C|100|6|13|O||
INACR|INACR|80757|N|Q|C|100|6|13|R||
INACU|INACU|80553|N|Q|C|100|6|14|I||
INBK|INBK|16267|N|Q|C|100|6|13|C||
INBKZ|INBKZ|63855|N|Q|C|100|6|13|M||
INBS|INBS|68591|N|Q|C|100|6|13|C||
INBX|INBX|77728|N|Q|C|100|6|14|C||
INCE|INCE|53969|N|P|B|100|6|11|E||
INCM|INCM|75821|N|P|B|100|6|11|E||
INCO|INCO|38616|N|P|B|100|6|10|E||
INCR|INCR|71567|N|Q|C|100|6|13|O||
INCY|INCY|2039|N|Q|C|100|6|14|C||
IND|IND|81886|N|Q|C|100|6|14|E||
INDA|INDA|39528|N|Z|B|100|6|11|E||
INDB|INDB|2040|N|Q|C|100|6|13|C||
INDE|INDE|76351|N|P|B|100|6|11|E||
INDH|INDH|77589|N|Q|C|100|6|14|E||
INDI|INDI|64782|N|Q|C|100|6|13|C||
INDL|INDL|32392|N|P|B|100|6|10|E||
INDO|INDO|65254|N|A|B|100|6|10|O||
INDP|INDP|50435|N|Q|C|100|6|13|C||
INDS|INDS|60982|N|P|B|100|6|10|E||
INDV|INDV|75846|N|Q|C|100|6|13|O||
INDY|INDY|31884|N|Q|C|100|6|13|E||
INEO|INEO|78717|N|Q|C|100|6|13|O||
INEQ|INEQ|53313|N|P|B|100|6|11|E||
INFL|INFL|68719|N|P|B|100|6|10|E||
INFO|INFO|78648|N|N|A|100|6|9|E||
INFU|INFU|26787|N|A|B|100|6|11|C||
INFY|INFY|2049|N|N|A|100|6|5|H||
ING|ING|7058|N|N|A|100|6|3|A||
INGM|INGM|78713|N|N|A|100|6|2|C||
INGN|INGN|2050|N|Q|C|100|6|14|C||
INGR|INGR|5569|N|N|A|100|6|6|C||
INHD|INHD|76796|N|Q|C|100|6|13|C||
INKM|INKM|39934|N|P|B|100|6|10|E||
INKT|INKT|72051|N|Q|C|100|6|14|C||
INLF|INLF|79178|N|Q|C|100|6|14|O||
INLX|INLX|74579|N|A|B|100|6|11|C||
INM|INM|57014|N|Q|C|100|6|13|C||
INMB|INMB|62942|N|Q|C|100|6|14|C||
INMD|INMD|64256|N|Q|C|100|6|13|O||
INMU|INMU|69765|N|P|B|100|6|11|E||
INN|INN|36534|N|N|A|100|6|9|C||
INN PRE|INNpE|60111|N|N|A|100|6|3|P||
INN PRF|INNpF|71439|N|N|A|100|6|3|P||
INNV|INNV|69480|N|Q|C|100|6|14|C||
INO|INO|7061|N|Q|C|100|6|13|C||
INOD|INOD|2063|N|Q|C|100|6|13|C||
INOV|INOV|76534|N|P|B|100|6|10|E||
INQQ|INQQ|73848|N|P|B|100|6|11|E||
INR|INR|79332|N|N|A|100|6|2|C||
INRO|INRO|77438|N|Q|C|100|6|14|E||
INSE|INSE|49090|N|Q|C|100|6|13|C||
INSG|INSG|2894|N|Q|C|100|6|14|C||
INSM|INSM|2069|N|Q|C|100|6|14|C||
INSP|INSP|60944|N|N|A|100|6|1|C||
INSW|INSW|54419|N|N|A|100|6|2|C||
INTA|INTA|71024|N|Q|C|100|6|13|C||
INTC|INTC|2074|N|Q|C|100|6|13|C||
INTF|INTF|49735|N|P|B|100|6|10|E||
INTG|INTG|2076|N|Q|C|100|6|13|C||
INTJ|INTJ|77369|N|Q|C|100|6|13|O||
INTL|INTL|74982|N|Z|B|100|6|11|E||
INTM|INTM|80690|N|Z|B|100|6|11|E||
INTR|INTR|74192|N|Q|C|100|6|13|C||
INTS|INTS|72858|N|Q|C|100|6|13|C||
INTT|INTT|2080|N|A|B|100|6|10|C||
INTU|INTU|2081|N|Q|C|40|4|13|C||
INTW|INTW|79457|N|Q|C|100|6|14|E||
INTZ|INTZ|2084|N|Q|C|100|6|13|C||
INUV|INUV|9507|N|A|B|100|6|11|C||
INV|INV|72681|N|Q|C|100|6|14|C||
INVA|INVA|4003|N|Q|C|100|6|14|C||
INVE|INVE|3581|N|Q|C|100|6|13|C||
INVG|INVG|80266|N|P|B|100|6|10|E||
INVH|INVH|56582|N|N|A|100|6|2|C||
INVN|INVN|79199|N|P|B|100|6|11|E||
INVX|INVX|5882|N|N|A|100|6|5|C||
INVZ|INVZ|66781|N|Q|C|100|6|14|O||
INVZW|INVZW|66782|N|Q|C|100|6|13|W||
IOBT|IOBT|72258|N|Q|C|100|6|13|C||
IOCT|IOCT|71883|N|P|B|100|6|10|E||
ION|ION|74974|N|P|B|100|6|11|E||
IONL|IONL|79784|N|Q|C|100|6|13|E||
IONQ|IONQ|68643|N|N|A|100|6|7|C||
IONQ WS|IONQ.WS|68644|N|N|A|100|6|4|W||
IONR|IONR|74226|N|Q|C|100|6|13|H||
IONS|IONS|2113|N|Q|C|100|6|13|C||
IONX|IONX|79688|N|Q|C|100|6|13|E||
IONZ|IONZ|80465|N|Q|C|100|6|14|E||
IOO|IOO|7070|N|P|B|100|6|11|E||
IOPP|IOPP|77261|N|P|B|100|6|11|E||
IOR|IOR|7071|N|A|B|100|6|11|C||
IOSP|IOSP|16040|N|Q|C|100|6|14|C||
IOT|IOT|72899|N|N|A|100|6|2|C||
IOTR|IOTR|79916|N|Q|C|100|6|13|O||
IOVA|IOVA|43259|N|Q|C|100|6|14|C||
IOYY|IOYY|81609|N|Q|C|100|6|14|E||
IP|IP|7073|N|N|A|100|6|5|C||
IPAC|IPAC|44430|N|P|B|100|6|10|E||
IPAR|IPAR|2090|N|Q|C|100|6|13|C||
IPAV|IPAV|78251|N|Z|B|100|6|11|E||
IPAY|IPAY|50308|N|P|B|100|6|11|E||
IPB|IPB|7075|N|N|A|100|6|9|M||
IPCX|IPCX|80373|N|Q|C|100|6|14|O||
IPCXR|IPCXR|80375|N|Q|C|100|6|13|R||
IPCXU|IPCXU|79975|N|Q|C|100|6|13|I||
IPDN|IPDN|41571|N|Q|C|100|6|14|C||
IPEX|IPEX|79650|N|Q|C|100|6|13|O||
IPEXR|IPEXR|79651|N|Q|C|100|6|14|R||
IPEXU|IPEXU|79458|N|Q|C|100|6|13|I||
IPGP|IPGP|18428|N|Q|C|100|6|13|C||
IPHA|IPHA|64866|N|Q|C|100|6|13|H||
IPI|IPI|27764|N|N|A|100|6|7|C||
IPKW|IPKW|43621|N|Q|C|100|6|14|E||
IPM|IPM|26542|N|Q|C|100|6|13|C||
IPO|IPO|42889|N|P|B|100|6|11|E||
IPOD|IPOD|80352|N|Q|C|100|6|14|O||
IPODU|IPODU|79956|N|Q|C|100|6|13|I||
IPODW|IPODW|80353|N|Q|C|100|6|14|W||
IPOS|IPOS|46113|N|P|B|100|6|11|E||
IPSC|IPSC|70900|N|Q|C|100|6|14|C||
IPST|IPST|78958|N|Q|C|100|6|14|C||
IPW|IPW|70520|N|Q|C|100|6|13|C||
IPWR|IPWR|43195|N|Q|C|100|6|14|C||
IPX|IPX|74175|N|Q|C|100|6|13|H||
IQ|IQ|60843|N|Q|C|100|6|14|H||
IQDF|IQDF|41837|N|P|B|100|6|10|E||
IQDG|IQDG|52858|N|Z|B|100|6|11|E||
IQDY|IQDY|41839|N|P|B|100|6|10|E||
IQHI|IQHI|74784|N|P|B|100|6|11|E||
IQI|IQI|7087|N|N|A|100|6|8|U||
IQLT|IQLT|49207|N|P|B|100|6|10|E||
IQM|IQM|65682|N|Z|B|100|6|10|E||
IQQQ|IQQQ|77368|N|Q|C|100|6|13|E||
IQRA|IQRA|75681|N|P|B|100|6|11|E||
IQSI|IQSI|65238|N|P|B|100|6|11|E||
IQSM|IQSM|74783|N|P|B|100|6|11|E||
IQST|IQST|51468|N|Q|C|100|6|13|C||
IQSU|IQSU|65237|N|P|B|100|6|11|E||
IQSZ|IQSZ|80649|N|P|B|100|6|11|E||
IQV|IQV|41976|N|N|A|100|6|2|C||
IR|IR|6478|N|N|A|100|6|5|C||
IRD|IRD|14385|N|Q|C|100|6|14|C||
IRDM|IRDM|27542|N|Q|C|100|6|13|C||
IRE|IRE|81486|N|P|B|100|6|10|E||
IREG|IREG|82060|N|Q|C|100|6|14|E||
IREN|IREN|72410|N|Q|C|100|6|13|O||
IRET|IRET|77266|N|P|B|100|6|11|E||
IREX|IREX|81525|N|Z|B|100|6|10|E||
IREZ|IREZ|82243|N|Z|B|100|6|11|E||
IRHOU|IRHOU|80619|N|Q|C|100|6|14|I||
IRIX|IRIX|2106|N|Q|C|100|6|13|C||
IRM|IRM|7097|N|N|A|100|6|1|C||
IRMD|IRMD|44632|N|Q|C|100|6|13|C||
IROC|IROC|75008|N|Z|B|100|6|11|E||
IRON|IRON|67206|N|Q|C|100|6|14|C||
IROQ|IROQ|38487|N|Q|C|100|6|13|C||
IRS|IRS|7099|N|N|A|100|6|4|A||
IRS WS|IRS.WS|70747|N|N|A|100|6|8|W||
